Age,Monthy Earnings,Gender,Home Loan ,How much aware are you about solar?,How much do you expect to at least save on your average electricity bill by installing a solar panel system?,Marital Status,Rooms,New Floor,Budget,Percentage of roof dedicated,Workplace,Would you like to go for solar,Which city is your house at?
0,1,1,No,5,>50%,2,4,0,0,1,0,2,32
0,1,2,Yes,3,31% - 40%,2,4,0,1,0,1,3,36
0,0,2,No,3,21% - 30%,2,2,0,0,0,0,2,Shadnagar
0,1,1,No,5,>50%,2,4,1,1,3,1,2,39
0,3,2,Yes,4,21% - 30%,2,4,0,0,1,1,0,Sachivalayanagar
0,0,2,No,3,>50%,2,4,0,0,0,0,0,17
0,1,1,Yes,2,41% - 50%,2,1,1,0,1,1,2,38
0,1,2,No,4,41% - 50%,2,2,1,1,2,3,3,5
0,1,1,No,1,41% - 50%,2,2,0,0,0,0,0,10
0,1,2,No,4,10% - 20%,2,4,0,0,0,2,0,39
0,1,2,No,3,31% - 40%,2,3,0,0,0,1,3,10
0,1,2,No,3,21% - 30%,2,3,0,1,1,1,2,39
0,3,1,Yes,1,10% - 20%,1,4,1,0,0,2,0,17
0,1,2,No,2,31% - 40%,2,2,0,0,0,0,2,17
0,1,1,No,2,41% - 50%,2,1,0,0,0,1,0,Bangalorecity
0,0,2,No,5,>50%,2,1,1,0,0,0,3,17
0,1,1,No,2,>50%,2,1,0,0,0,0,3,17
0,1,1,No,2,>50%,2,1,1,0,0,0,2,39
2,1,2,No,3,31% - 40%,2,4,0,1,2,1,2,22
0,1,1,No,5,21% - 30%,2,2,0,0,1,2,3,17
0,2,2,No,3,21% - 30%,2,4,0,0,1,0,2,13
1,2,1,No,3,21% - 30%,2,4,0,0,0,0,0,17
2,0,1,No,1,10% - 20%,1,1,0,0,0,2,2,17
0,0,2,No,2,21% - 30%,2,2,0,1,0,1,3,17
0,2,1,No,1,41% - 50%,2,3,0,1,1,1,2,38
1,3,1,No,3,10% - 20%,2,4,0,0,1,0,3,22
1,2,1,No,3,10% - 20%,2,2,0,0,0,2,0,21
0,2,1,No,3,21% - 30%,2,4,0,1,1,2,3,17
0,1,1,No,2,>50%,2,0,0,0,0,0,2,17
0,1,2,No,2,>50%,2,1,0,0,0,0,2,7
0,0,1,No,2,>50%,2,3,0,0,3,3,3,Phoenix
1,3,1,No,3,21% - 30%,2,1,0,0,0,1,3,38
0,2,2,Yes,4,31% - 40%,2,2,0,1,2,3,2,Dhumbadiya
1,1,1,No,2,10% - 20%,2,3,0,0,0,3,0,17
0,1,1,No,3,21% - 30%,2,2,0,0,0,2,3,D.Dun
3,1,2,Yes,3,31% - 40%,1,2,1,1,2,1,2,17
0,1,2,No,5,10% - 20%,2,1,0,0,0,0,3,17
0,1,2,Yes,4,31% - 40%,2,1,1,0,0,0,0,38
0,3,1,No,1,>50%,2,4,0,3,0,1,0,17
0,0,2,No,4,>50%,0,1,0,0,1,0,3,Kotdwar
0,1,1,No,3,31% - 40%,2,1,0,1,1,2,0,38
0,3,1,No,4,31% - 40%,2,3,0,1,2,1,2,38
0,1,1,No,5,>50%,2,2,0,0,1,0,0,17
1,0,1,No,5,10% - 20%,2,2,0,0,0,1,0,15
0,3,2,No,3,31% - 40%,2,1,0,0,1,1,2,38
0,3,1,No,3,31% - 40%,2,2,0,1,0,0,2,39
1,2,1,No,3,31% - 40%,1,2,0,1,2,3,3,22
0,1,1,No,5,10% - 20%,2,2,0,0,0,0,0,17
0,1,1,No,5,10% - 20%,2,2,0,0,0,0,0,17
0,2,1,No,2,21% - 30%,2,2,0,0,1,1,2,5
1,3,1,Yes,3,31% - 40%,2,3,0,0,0,1,0,17
0,1,1,No,3,21% - 30%,2,1,0,0,0,0,3,hardwar
0,3,1,No,5,31% - 40%,2,4,0,1,0,3,2,38
0,3,1,No,3,41% - 50%,2,4,0,1,0,3,2,17
0,0,1,No,4,10% - 20%,2,1,1,0,0,0,0,17
0,0,1,No,5,10% - 20%,2,2,0,0,0,1,3,35
1,1,1,No,4,21% - 30%,1,1,Not independent flat,0,1,1,3,13
0,1,2,No,5,21% - 30%,2,2,0,1,1,2,2,17
0,0,1,No,4,21% - 30%,2,4,0,0,2,0,2,5
2,2,1,Yes,4,31% - 40%,1,4,0,0,2,3,3,5
0,1,1,No,3,41% - 50%,2,2,1,0,2,1,0,10
1,1,2,No,4,21% - 30%,1,2,0,0,0,2,0,38
1,2,1,Yes,5,41% - 50%,2,3,1,1,3,1,2,5
1,1,1,No,4,21% - 30%,2,4,0,0,0,0,3,22
1,1,1,No,5,21% - 30%,2,1,0,0,0,1,2,17
0,0,2,No,3,41% - 50%,2,2,0,0,1,1,0,17
0,0,2,No,2,>50%,2,1,0,0,1,3,2,17
0,0,2,No,3,10% - 20%,2,0,0,0,0,1,0,10
0,0,1,No,5,10% - 20%,1,2,0,0,3,0,3,Bangalorecity
0,0,2,Yes,3,31% - 40%,2,0,0,1,2,1,2,Banglorekormangala
0,0,2,No,3,31% - 40%,2,2,0,0,1,3,3,17
0,0,1,Yes,3,10% - 20%,2,3,0,0,0,3,3,17
0,1,2,No,5,21% - 30%,2,2,0,1,1,1,3,17
0,0,1,No,3,10% - 20%,2,2,0,0,0,2,0,39
1,2,1,No,4,>50%,2,4,0,0,1,3,0,39
0,1,1,No,5,21% - 30%,2,2,0,2,1,2,2,13
0,0,2,No,2,10% - 20%,2,1,0,0,0,3,0,36
0,3,1,No,1,31% - 40%,2,3,1,0,1,2,3,Mussoorie
1,1,1,Yes,3,31% - 40%,2,4,1,0,0,3,3,Banaras
0,0,2,No,4,>50%,2,1,0,0,0,1,0,10
1,1,1,No,5,31% - 40%,2,2,0,1,2,1,3,17
0,1,2,No,5,>50%,2,1,0,0,2,0,2,17
0,2,2,No,3,>50%,2,3,0,1,1,2,3,17
0,1,1,No,3,31% - 40%,2,1,0,1,1,1,3,33
1,2,1,No,3,21% - 30%,2,4,0,0,0,3,2,17
0,1,2,No,2,31% - 40%,2,4,0,0,1,3,2,13
0,3,1,No,5,>50%,2,4,0,3,1,2,2,17
0,2,1,No,5,31% - 40%,2,1,1,0,1,3,2,17
0,1,1,No,3,21% - 30%,2,2,0,1,1,1,0,17
0,1,2,No,3,21% - 30%,2,2,1,0,1,0,3,17
0,3,1,No,5,>50%,2,2,0,0,2,1,3,17
0,3,1,No,5,21% - 30%,2,2,0,0,0,1,2,17
0,1,1,No,3,41% - 50%,2,1,0,0,0,3,3,17
0,3,1,Yes,4,21% - 30%,2,3,0,0,0,1,3,17
0,1,2,No,2,>50%,2,2,0,0,0,1,3,Krpuram
0,1,2,No,4,21% - 30%,2,1,0,0,3,1,3,38
0,3,2,No,3,41% - 50%,2,4,0,2,1,1,0,22
0,0,1,No,5,21% - 30%,2,1,0,0,0,1,3,22
0,1,1,No,4,21% - 30%,2,1,0,0,3,1,0,17
0,1,2,No,5,10% - 20%,2,2,0,1,1,0,2,Banagalore
0,1,2,No,4,>50%,2,3,0,0,2,0,2,22
0,3,1,No,4,31% - 40%,2,0,0,0,0,1,3,17
0,1,2,No,5,10% - 20%,2,1,0,1,0,1,2,17
0,1,1,No,5,21% - 30%,2,1,1,0,1,1,2,17
0,1,1,No,5,31% - 40%,2,4,0,0,0,1,3,17
0,2,2,No,3,31% - 40%,2,2,0,0,1,1,3,22
1,0,2,Yes,4,21% - 30%,1,2,0,0,0,2,2,22
0,2,1,No,2,21% - 30%,2,2,0,0,1,1,3,22
0,3,1,No,4,41% - 50%,2,1,0,1,1,1,0,38
0,0,1,Yes,1,>50%,2,0,0,0,0,1,0,17
0,0,1,No,1,31% - 40%,2,2,0,0,0,0,3,22
1,2,1,No,4,>50%,1,0,1,0,1,1,2,22
1,1,1,No,2,41% - 50%,1,1,0,0,2,1,3,17
0,3,1,No,5,31% - 40%,2,4,0,3,1,0,0,17
0,1,1,No,3,31% - 40%,2,4,0,0,1,2,3,Silconcity
0,1,2,No,1,10% - 20%,2,1,0,0,1,2,0,17
0,1,1,No,5,10% - 20%,2,0,0,0,3,1,0,17
0,0,2,No,3,>50%,2,1,It's a rent house,0,2,0,0,17
1,1,1,No,1,10% - 20%,2,1,1,0,2,1,3,17
0,3,1,Yes,5,>50%,2,1,0,0,0,0,0,17
0,1,2,No,3,41% - 50%,2,2,Its a flat,0,1,0,3,17
0,0,2,No,2,10% - 20%,2,2,1,0,0,1,0,17
0,1,1,No,4,10% - 20%,2,1,1,0,0,0,2,5
1,3,1,No,5,>50%,0,4,0,3,3,3,0,17
0,1,1,No,3,41% - 50%,2,1,0,1,0,0,3,17
0,3,2,Yes,4,21% - 30%,2,3,1,0,0,2,0,17
0,1,2,No,3,21% - 30%,2,1,0,0,1,1,3,17
0,0,1,No,3,41% - 50%,2,0,0,0,2,3,0,17
0,1,1,No,5,>50%,2,0,0,0,1,0,3,17
0,1,2,No,3,31% - 40%,2,1,0,0,1,0,2,17
0,1,1,No,4,21% - 30%,2,0,0,1,1,0,2,17
0,0,1,No,3,41% - 50%,2,1,1,0,3,0,2,17
0,1,1,No,3,31% - 40%,2,3,0,0,1,0,0,17
0,2,2,No,4,31% - 40%,2,2,0,1,0,0,0,17
0,0,2,No,2,41% - 50%,2,1,0,0,0,0,2,NerulNaviMumbai
2,1,2,Yes,1,10% - 20%,1,2,0,0,3,1,0,17
0,2,2,No,4,10% - 20%,2,2,1,0,0,2,3,13
0,0,1,No,3,21% - 30%,2,0,0,0,0,1,2,Ainapur
0,1,1,No,3,>50%,2,1,0,0,0,2,2,38
0,1,1,No,3,31% - 40%,2,2,0,0,1,3,2,39
0,3,2,No,5,>50%,2,4,0,1,1,2,0,39
2,3,2,No,5,>50%,1,4,1,3,3,3,3,5
0,3,2,No,2,>50%,2,4,0,0,0,0,2,39
2,1,2,No,4,31% - 40%,1,3,0,1,1,1,2,39
0,2,1,Yes,5,21% - 30%,2,1,0,0,0,0,0,22
3,0,1,No,4,31% - 40%,1,2,0,0,0,0,3,5
0,0,1,No,1,10% - 20%,2,2,0,0,1,2,3,5
0,2,2,No,5,10% - 20%,2,4,1,0,1,1,3,10
0,0,1,No,5,21% - 30%,2,1,0,0,1,1,3,hardwar
0,3,1,No,4,10% - 20%,2,4,0,0,0,3,2,38
0,1,1,No,4,21% - 30%,2,4,1,0,1,1,2,38
0,1,1,No,4,31% - 40%,2,2,0,1,1,0,3,38
0,3,1,No,5,10% - 20%,2,4,1,3,3,0,3,38
0,3,1,No,5,21% - 30%,2,4,0,3,3,0,3,38
0,3,1,No,5,31% - 40%,2,4,0,0,1,0,3,38
0,3,1,No,4,31% - 40%,2,4,0,2,1,0,2,38
0,2,1,No,3,10% - 20%,2,4,Maybe,0,0,0,3,38
0,1,1,No,4,31% - 40%,2,4,0,2,1,0,2,38
0,3,1,No,3,31% - 40%,2,4,0,0,2,0,2,38
0,1,1,No,4,>50%,2,4,0,0,0,0,0,38
0,1,1,No,3,31% - 40%,2,3,1,0,2,0,3,38
0,1,1,No,4,21% - 30%,2,4,0,0,0,0,2,38
0,1,1,No,4,10% - 20%,2,3,0,0,0,0,0,38
0,0,1,No,4,21% - 30%,2,4,0,0,1,0,2,29
0,3,1,No,4,31% - 40%,2,4,0,1,2,1,2,41
0,1,2,No,4,21% - 30%,2,4,0,1,1,0,2,10
1,3,1,No,4,>50%,1,4,0,2,3,2,3,17
0,2,2,No,3,31% - 40%,2,1,0,0,2,1,2,41
1,3,2,No,4,31% - 40%,2,4,0,0,0,0,2,22
1,1,1,No,3,31% - 40%,2,1,0,0,1,1,0,16
1,1,1,Yes,4,21% - 30%,1,2,1,0,1,1,0,22
1,1,2,No,3,10% - 20%,2,2,0,0,0,1,3,14
0,0,1,No,4,41% - 50%,2,4,0,0,2,0,3,14
0,0,1,No,5,>50%,2,2,0,0,1,1,2,14
0,0,1,Yes,3,41% - 50%,2,1,1,1,2,1,3,22
1,0,1,Yes,5,10% - 20%,2,4,1,3,2,1,3,Beema
0,0,2,No,5,41% - 50%,2,4,1,0,2,2,3,14
0,1,1,No,5,21% - 30%,2,2,0,0,1,0,3,14
0,0,1,No,4,31% - 40%,2,1,1,0,1,0,2,32
0,1,2,No,3,21% - 30%,2,2,1,3,2,1,0,14
0,0,2,No,5,31% - 40%,2,0,0,0,2,3,3,14
0,1,2,No,3,31% - 40%,2,4,0,2,1,1,2,LEH(LADAKH)
0,2,2,Yes,4,41% - 50%,0,2,0,1,1,0,3,Aayanagar
0,0,1,No,5,31% - 40%,2,1,1,0,0,1,2,DHUPDHARA
1,1,1,No,4,>50%,2,4,0,1,3,1,2,14
0,0,2,No,2,41% - 50%,2,1,0,0,2,2,3,32
0,0,2,No,2,31% - 40%,2,1,0,0,2,0,2,14
0,0,1,No,3,41% - 50%,2,3,0,0,2,1,3,14
0,2,1,No,5,>50%,2,4,1,1,1,1,3,Varanshi
0,1,1,No,5,>50%,2,4,0,0,2,1,3,15
0,0,1,Yes,5,21% - 30%,2,3,1,1,0,0,2,14
0,0,1,No,5,10% - 20%,2,4,0,0,0,3,0,16
1,1,1,Yes,2,10% - 20%,1,2,0,0,0,1,0,39
1,0,1,No,2,10% - 20%,1,2,0,0,0,1,0,10
1,0,1,No,2,31% - 40%,1,2,0,1,0,1,2,21
0,1,1,No,4,21% - 30%,2,3,0,0,1,1,2,17
0,0,1,No,3,31% - 40%,2,2,0,1,1,1,3,22
0,3,1,No,3,41% - 50%,2,1,0,0,0,2,3,17
1,0,1,Yes,5,41% - 50%,2,1,0,0,2,2,3,22
0,1,2,No,1,41% - 50%,2,0,0,1,1,1,0,22
0,3,1,Yes,3,21% - 30%,2,1,0,0,0,1,0,14
0,1,1,No,5,41% - 50%,2,4,0,0,2,0,0,10
0,3,2,No,3,>50%,2,4,0,1,3,0,2,NabhaRural
0,2,2,No,4,31% - 40%,2,4,0,1,0,1,0,13
1,1,1,No,4,10% - 20%,2,2,0,0,0,3,2,17
1,2,1,No,1,41% - 50%,1,4,0,0,2,3,0,22
1,1,1,Yes,3,21% - 30%,1,2,1,0,0,3,2,Girjapur
1,1,1,No,3,21% - 30%,1,3,0,0,1,3,3,5
1,0,1,No,2,10% - 20%,2,4,0,0,0,1,0,36
1,2,1,No,3,10% - 20%,1,2,0,0,0,1,3,5
1,1,1,No,3,10% - 20%,2,2,0,0,0,1,0,16
1,1,1,No,3,10% - 20%,2,3,0,0,0,3,0,17
1,1,1,No,3,10% - 20%,2,1,0,0,0,1,0,16
1,1,1,No,3,21% - 30%,2,1,0,0,0,1,0,5
1,1,1,No,3,10% - 20%,2,2,0,0,0,1,0,5
0,1,1,No,3,10% - 20%,2,2,0,0,0,1,0,10
2,2,1,Yes,3,10% - 20%,1,1,0,1,0,1,3,5
0,3,1,No,5,21% - 30%,2,0,0,1,0,0,3,12
0,3,1,No,5,31% - 40%,1,3,0,3,2,3,0,12
0,2,1,No,1,21% - 30%,2,1,0,1,0,1,2,38
1,1,1,No,3,10% - 20%,1,2,0,1,0,1,3,21
1,1,1,No,3,10% - 20%,2,3,0,0,0,2,0,21
0,1,1,No,3,10% - 20%,2,2,1,0,1,2,3,17
1,1,1,No,1,10% - 20%,2,0,0,0,0,1,0,29
1,3,1,No,4,31% - 40%,1,2,0,0,1,3,0,Batauli
0,1,1,No,3,41% - 50%,2,2,0,0,3,2,3,4
2,3,2,No,3,31% - 40%,1,4,0,1,1,2,2,7
0,1,2,Yes,5,41% - 50%,2,3,0,0,0,0,0,29
0,3,2,No,3,21% - 30%,2,2,0,0,1,0,3,Batauli
2,2,1,Yes,3,21% - 30%,1,4,0,1,0,2,2,22
1,1,2,No,5,41% - 50%,2,1,0,2,1,1,2,Batauli
0,1,1,No,4,31% - 40%,2,3,0,0,0,0,3,34
0,1,2,No,1,>50%,2,4,0,0,0,0,0,Lakhanpur
0,1,2,No,1,21% - 30%,2,4,0,1,1,1,3,4
0,1,2,No,3,21% - 30%,2,4,0,0,1,1,3,4
0,1,2,No,5,10% - 20%,2,4,0,0,1,0,0,17
1,3,1,No,3,21% - 30%,1,1,0,1,0,1,3,4
0,2,1,No,3,>50%,2,3,1,1,2,0,2,32
0,3,1,Yes,4,21% - 30%,2,3,0,0,0,0,2,10
0,2,1,No,3,21% - 30%,2,4,0,1,0,0,3,38
0,2,1,No,2,10% - 20%,2,4,0,1,1,1,0,38
0,3,1,Yes,2,10% - 20%,2,2,0,1,3,3,2,41
0,3,1,No,5,31% - 40%,2,3,0,2,0,0,2,41
0,0,1,No,4,21% - 30%,2,2,0,0,1,1,2,22
1,1,1,Yes,3,10% - 20%,1,3,0,0,0,2,3,39
0,0,1,No,5,10% - 20%,2,1,0,0,1,0,3,Nasik
0,1,1,No,5,21% - 30%,2,4,0,1,1,1,2,5
1,1,2,No,5,21% - 30%,2,2,0,0,1,1,0,13
0,1,1,No,3,21% - 30%,2,3,0,1,0,0,2,16
1,0,1,No,3,10% - 20%,2,2,0,0,0,1,0,5
1,1,1,No,4,10% - 20%,1,4,0,0,0,1,2,10
1,2,2,No,4,10% - 20%,2,2,0,0,0,2,2,38
1,2,1,No,3,10% - 20%,2,2,0,0,1,3,3,13
1,0,1,No,4,21% - 30%,2,4,0,1,0,1,3,5
2,1,1,Yes,3,21% - 30%,1,3,0,0,1,2,0,10
1,1,1,No,3,21% - 30%,1,4,0,1,1,2,3,22
1,1,1,No,4,21% - 30%,2,4,0,0,1,0,2,5
2,1,2,No,2,31% - 40%,1,2,0,0,0,2,3,36
2,1,1,No,1,21% - 30%,1,3,0,0,0,2,2,5
0,3,2,No,5,41% - 50%,2,2,0,0,1,1,2,10
1,1,1,No,3,10% - 20%,2,2,0,0,0,1,0,Bareli
2,1,1,Yes,4,21% - 30%,1,2,0,0,0,3,2,17
1,1,1,No,4,10% - 20%,1,1,0,0,0,1,2,10
1,1,1,No,2,31% - 40%,2,2,0,0,0,1,0,29
0,2,1,No,1,21% - 30%,2,2,0,0,1,0,2,22
0,3,1,No,2,10% - 20%,2,4,0,0,0,3,3,33
1,1,1,Yes,4,10% - 20%,1,2,1,0,0,3,2,Thaane
1,2,1,No,4,10% - 20%,2,3,0,0,0,3,2,Alleppey
1,1,1,No,4,21% - 30%,2,4,0,0,0,0,3,17
1,2,2,No,4,41% - 50%,2,0,0,2,1,1,3,38
1,0,1,No,3,10% - 20%,2,1,0,0,0,3,3,16
1,1,1,No,4,21% - 30%,2,2,0,1,0,1,2,19
0,3,1,No,5,10% - 20%,2,4,0,1,1,0,0,10
1,1,1,No,3,10% - 20%,2,2,0,0,1,3,3,16
1,2,1,No,5,21% - 30%,2,2,0,1,2,3,2,5
1,1,1,No,3,>50%,2,3,1,0,0,1,2,5
0,0,1,No,4,31% - 40%,2,4,1,1,3,0,0,36
1,1,1,No,5,21% - 30%,2,1,0,0,1,1,3,10
2,1,1,No,2,21% - 30%,2,2,0,1,0,2,3,13
2,1,1,Yes,4,>50%,1,3,0,0,2,1,2,17
0,0,2,No,4,31% - 40%,2,0,0,0,1,0,3,Gajabjjsjs
1,0,2,No,3,>50%,2,1,0,0,3,1,0,38
0,3,2,No,5,41% - 50%,2,4,0,1,2,3,3,21
0,1,2,No,4,41% - 50%,2,4,0,0,2,1,3,22
1,3,1,No,3,31% - 40%,2,2,0,1,0,1,2,13
0,0,1,No,3,21% - 30%,2,3,1,0,0,2,2,10
1,1,1,No,4,10% - 20%,2,4,0,0,0,1,2,10
1,2,2,No,4,21% - 30%,2,3,0,0,0,1,3,38
0,3,1,No,4,>50%,2,4,0,0,0,1,0,17
2,0,2,No,1,10% - 20%,1,3,0,0,0,1,0,10
0,1,1,No,2,21% - 30%,2,4,1,0,2,2,2,22
2,1,1,No,3,21% - 30%,1,3,0,0,0,3,0,Bhiali
1,1,1,Yes,2,10% - 20%,1,1,0,0,0,3,0,7
1,2,2,No,4,21% - 30%,2,3,0,0,0,2,0,7
1,2,1,No,4,10% - 20%,2,4,0,0,0,3,0,38
1,2,2,Yes,4,21% - 30%,1,2,0,0,0,3,0,Bhubneshwar
1,2,1,Yes,4,21% - 30%,1,3,0,0,0,2,0,38
1,2,2,No,4,10% - 20%,2,3,0,0,0,3,0,36
1,2,2,No,4,10% - 20%,2,3,0,0,0,1,2,10
1,2,1,No,3,31% - 40%,2,2,0,1,2,1,0,38
0,0,1,No,5,10% - 20%,2,2,0,0,0,1,0,16
0,2,1,No,2,10% - 20%,2,4,0,0,1,0,3,36
0,1,1,Yes,3,31% - 40%,2,3,0,0,0,1,3,10
0,1,1,No,5,21% - 30%,2,3,1,0,0,0,3,10
0,2,1,No,3,10% - 20%,2,2,0,0,0,1,0,10
0,1,2,No,3,21% - 30%,2,1,0,0,0,0,3,13
0,0,1,No,5,21% - 30%,2,2,0,1,2,3,3,Kolkata-Leeroad
1,2,1,No,3,10% - 20%,2,2,0,0,0,1,2,10
0,3,2,No,4,31% - 40%,2,4,1,0,2,0,2,4
0,1,1,No,5,41% - 50%,2,4,0,0,2,1,3,Muscat
0,3,2,No,3,>50%,2,2,0,0,1,2,0,32
0,3,2,No,4,41% - 50%,2,4,0,1,1,0,2,17
0,3,2,No,3,31% - 40%,2,2,0,1,1,0,2,7
1,1,1,No,4,41% - 50%,2,1,0,0,1,0,2,10
2,3,2,No,3,41% - 50%,1,4,0,1,0,2,2,10
2,2,2,No,5,31% - 40%,1,3,0,0,0,0,3,10
0,3,2,No,3,31% - 40%,2,3,0,0,1,0,0,32
2,2,2,No,5,>50%,1,3,0,2,0,0,2,38
0,3,1,Yes,5,10% - 20%,2,4,0,0,0,2,3,21
0,2,2,Yes,2,>50%,2,2,0,0,0,0,2,7
0,3,2,Yes,3,31% - 40%,2,4,0,0,0,0,0,13
0,3,2,No,3,21% - 30%,2,3,0,0,0,0,0,10
0,2,2,No,3,21% - 30%,2,3,0,0,1,3,0,7
0,3,1,Yes,5,31% - 40%,2,4,If required,1,1,1,0,21
0,3,2,No,4,31% - 40%,2,4,0,0,0,1,2,13
0,3,2,No,2,21% - 30%,2,3,0,0,0,2,3,10
2,2,2,No,3,41% - 50%,1,4,0,1,0,0,3,7
1,1,1,Yes,4,21% - 30%,1,2,1,0,0,3,0,10
0,3,1,No,5,31% - 40%,2,4,0,0,0,0,2,13
2,1,1,No,5,31% - 40%,1,2,0,0,0,3,3,10
0,3,1,No,5,10% - 20%,2,2,0,0,0,0,0,10
1,2,2,No,3,10% - 20%,1,3,0,1,1,0,3,13
0,0,1,No,4,21% - 30%,2,4,1,0,0,1,0,38
0,1,2,No,5,31% - 40%,2,4,0,1,1,2,3,10
2,3,2,No,3,41% - 50%,1,3,0,3,0,2,2,10
1,1,1,No,1,31% - 40%,1,4,0,0,1,2,0,17
0,1,1,Yes,5,41% - 50%,2,1,0,0,1,1,2,17
1,0,1,No,1,31% - 40%,2,1,0,0,0,1,0,17
0,0,1,No,1,10% - 20%,2,2,0,0,2,3,3,10
2,0,2,Yes,2,21% - 30%,1,1,1,1,0,3,3,Blore
0,0,2,No,1,41% - 50%,2,1,0,0,1,3,3,38
0,2,2,Yes,3,41% - 50%,2,2,0,1,2,1,2,10
0,1,1,No,5,>50%,2,4,0,1,3,2,2,10
0,3,1,No,5,21% - 30%,2,3,0,0,0,2,3,39
0,1,1,No,5,10% - 20%,2,4,0,0,0,0,0,13
0,3,1,No,5,41% - 50%,2,4,1,0,0,0,0,13
0,3,2,Yes,4,10% - 20%,2,3,0,1,1,1,2,12
0,1,1,No,1,10% - 20%,2,2,1,0,0,0,3,17
0,0,2,No,1,10% - 20%,2,1,0,0,1,3,3,10
0,1,2,No,3,41% - 50%,2,3,0,0,2,2,0,Dubai
0,3,1,No,5,41% - 50%,2,4,0,3,0,2,3,10
0,3,2,No,5,21% - 30%,2,3,0,0,1,3,3,10
0,1,1,No,3,10% - 20%,2,4,1,0,0,0,0,10
2,1,1,No,3,31% - 40%,1,2,0,1,2,2,0,10
0,2,2,No,5,31% - 40%,2,4,1,2,3,1,2,7
0,3,1,No,5,21% - 30%,2,4,1,0,2,0,3,7
0,2,1,No,4,41% - 50%,2,2,0,1,1,2,2,38
0,0,1,No,1,>50%,2,3,0,0,0,1,3,16
0,2,1,No,3,41% - 50%,2,4,0,0,0,2,3,38
0,0,1,No,4,>50%,2,1,0,0,0,1,0,38
0,1,1,No,5,41% - 50%,1,1,0,0,0,1,3,38
1,2,1,No,5,10% - 20%,1,3,0,0,0,1,3,5
2,1,1,No,5,41% - 50%,1,3,0,0,2,3,3,10
0,0,1,No,5,10% - 20%,2,1,0,0,0,0,0,38
0,1,1,No,5,10% - 20%,2,3,0,0,0,0,3,4
0,3,1,No,5,>50%,2,4,1,3,2,2,3,13
1,3,2,No,3,>50%,1,2,0,1,0,0,0,10
0,3,1,No,3,10% - 20%,2,4,0,1,1,1,0,10
0,1,1,No,3,31% - 40%,2,2,0,2,3,3,2,10
1,0,2,No,1,10% - 20%,2,0,0,0,0,0,0,13
0,3,2,No,3,21% - 30%,2,2,0,0,0,1,2,22
0,1,2,No,5,>50%,2,2,1,1,2,1,3,22
2,1,2,No,5,>50%,1,2,1,1,3,1,3,22
0,0,2,No,3,31% - 40%,2,3,0,0,0,1,3,22
0,3,1,No,5,31% - 40%,2,4,0,0,0,1,2,Nasik
0,0,2,No,3,31% - 40%,2,2,0,0,0,1,2,22
0,1,2,No,3,31% - 40%,2,4,0,0,0,3,0,22
0,1,2,No,5,>50%,2,0,0,0,1,3,0,22
0,2,2,Yes,5,>50%,2,4,0,0,1,1,3,10
1,2,1,No,1,31% - 40%,1,4,1,0,1,2,0,22
0,3,2,Yes,5,>50%,2,1,0,0,1,0,2,Chandwad
0,3,2,No,5,>50%,2,3,0,0,1,3,3,CHANDWAD
0,1,1,Yes,5,10% - 20%,2,3,1,0,1,1,3,22
0,1,1,No,5,31% - 40%,2,2,0,1,1,0,3,Chandwad
0,3,1,No,5,41% - 50%,2,3,1,0,2,0,3,Nasik
0,1,2,No,5,41% - 50%,2,4,0,0,1,1,3,22
0,1,1,No,3,31% - 40%,2,4,0,0,1,1,3,22
0,3,2,Yes,3,10% - 20%,2,4,0,0,2,1,2,22
0,3,2,No,4,>50%,2,2,1,1,1,1,2,22
0,3,1,No,5,>50%,2,3,1,0,1,0,0,22
0,1,2,No,5,>50%,2,3,0,0,1,3,2,22
0,3,1,Yes,3,41% - 50%,2,3,0,0,0,1,0,22
0,1,1,Yes,5,31% - 40%,2,3,0,1,1,1,2,38
0,0,1,No,5,41% - 50%,2,4,0,0,1,0,3,38
0,3,1,Yes,5,21% - 30%,2,2,0,0,0,3,2,22
0,1,2,No,3,21% - 30%,2,3,0,0,0,1,0,21
0,1,1,No,4,21% - 30%,2,4,1,0,0,1,3,21
0,0,2,No,5,10% - 20%,2,1,0,0,0,3,0,22
1,1,2,Yes,1,21% - 30%,1,2,0,0,1,3,3,21
0,0,1,No,4,31% - 40%,2,2,0,0,1,1,3,21
1,0,1,No,3,10% - 20%,1,3,Hi,0,1,3,3,22
1,0,1,No,3,10% - 20%,1,1,0,0,0,2,3,21
1,0,1,Yes,1,10% - 20%,2,1,0,0,0,1,3,21
1,3,1,No,4,41% - 50%,1,4,1,0,2,1,2,21
1,3,2,No,5,>50%,2,2,0,0,3,1,3,21
0,3,2,No,5,41% - 50%,2,4,0,0,2,1,3,21
0,1,2,No,4,21% - 30%,2,4,0,1,1,1,0,38
0,1,1,No,4,31% - 40%,2,3,1,0,0,0,2,21
0,1,2,No,2,>50%,2,2,0,0,0,3,3,JhansiUP
2,0,1,No,2,41% - 50%,1,3,1,0,0,1,2,21
1,0,1,No,2,21% - 30%,1,1,0,0,1,3,2,21
1,0,1,No,3,>50%,1,2,0,0,0,3,0,Murena
1,0,1,No,3,>50%,1,3,0,0,2,3,0,21
2,0,1,No,3,>50%,1,4,0,0,2,1,3,Gwalio
2,0,2,Yes,3,>50%,1,3,0,0,2,3,0,jhansi(up)
